INFO:root:Started
INFO:root:Front-end заработал
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '282', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '517'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '494'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '377', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '214'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '62'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '258', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '158'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '428', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '960'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '354', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '732'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '746'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '719'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '84'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '120', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '761', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '821'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '56'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '118', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '818', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '987', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '182'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '342', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '106'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '555'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '83'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '261'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '398'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '169'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '40', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '102', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '6', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '434', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '757', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '949'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '700'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '821', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '643'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '81', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '676'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '51', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '946'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '294', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '319'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '418'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '93'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '710', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '762', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '254', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '78', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '54'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '57'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '904', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '326', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '255', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '835'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '747'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '724'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '331'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '82', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '545'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '723', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '411'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '32', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '445'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '300'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '179'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '850'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '15', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '194'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '433', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '381', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '822', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '47', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '566', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '945'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '357'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '562', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '18', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '293', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '979'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '459'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '637'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '654', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '70'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '379', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '690'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '297'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '569', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '939'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '727'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '297', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '21', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '956'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '577'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '633'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '290'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '235'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '798'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '171', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '867', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '100'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '915'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '276', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '777', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '17', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '691'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '363', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '668'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '546', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '264'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '267', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '198'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '567'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '839', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '260', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '937'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '937', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '366', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '240'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '822', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '676'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '764'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '52', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '838'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '44'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '817', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '436', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '722'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '116', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '60'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '607'}
WARNING:root:Получены новые проводки [{'date': '05-05-2021', 'corr': '40817_K1', 'increase': '400', 'decrease': '', 'status': 'Выполняется'}, {'date': '05-05-2021', 'corr': '40817_K1', 'increase': '', 'decrease': '100', 'status': 'Исключен'}, {'date': '03-05-2021', 'corr': '40817_K1', 'increase': '200', 'decrease': '', 'status': 'Исключен'}]
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '270'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '919'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '331', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '236', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '919', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '266'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '696', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '124', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '150'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '515', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '767'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '74'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '953', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '166', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '637', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '457', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '619', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '623'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '633', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '331'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '288'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '441', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '271', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '834', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '392', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '139', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '481', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '695', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '350', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '973'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '679', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '207'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '581', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '826'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '256'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '229'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '794'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '189'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '31'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '199', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '156'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '787'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '491', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '707'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '470', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '771', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '361', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '211', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '967', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '329', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '527', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '28'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '671', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '114', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '907'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '309', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40719', 'status': 'Исключен', 'increase': '', 'decrease': '642'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '129'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '243'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '550', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '205'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '', 'decrease': '427'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '847', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '451', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '836', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '796'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '767', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '', 'decrease': '237'}
INFO:root:Найдена проводка {'date': '03-05-2021', 'corr': '40911', 'status': 'Выполнена', 'increase': '', 'decrease': '969'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '72', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Выполнена', 'increase': '', 'decrease': '236'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '166', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40719', 'status': 'Выполнена', 'increase': '659', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '827'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '', 'decrease': '187'}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '764', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40811', 'status': 'Исключен', 'increase': '799', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '389', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '303'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '', 'decrease': '381'}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40911', 'status': 'Исключен', 'increase': '843', 'decrease': ''}
INFO:root:Найдена проводка {'date': '05-03-2021', 'corr': '40717', 'status': 'Исключен', 'increase': '', 'decrease': '558'}
INFO:root:Найдена проводка {'date': '05-05-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '282', 'decrease': ''}
INFO:root:Найдена проводка {'date': '03-03-2021', 'corr': '40717', 'status': 'Выполнена', 'increase': '524', 'decrease': ''}
